"Local SHA","Local Subject",
"abb47ccba91ff211b3fef3c58ba8d8c6c1e5eadb","CHROMIUM: MALI: Freeze temperature polling while suspended",
"ea0f6a09a7a993fc7c781fd8ca675b29c42d4719","CHROMIUM: wilco_ec: Add batt_ppid_info command to telemetry driver",
"670b16f672c289536c304cd79e84cd9a15e2be17","FIXUP: CHROMIUM: drm/i915: Disable boost and waitboost",
"7cf0b79ee2e8dc652b558a9892f0a1373705453a","FIXUP: FIXUP: CHROMIUM: platform/chrome: wilco_ec: Add charge scheduling sysfs",
"32cc75bf06b074cc6ecff93bdeaea0878a1998f5","CHROMIUM: config: Normalize config",
"d13a8b1c9462fd588436acbd3e9cea515836cbfc","CHROMIUM: Bluetooth: Log Intel vendor specific HCI events",
"40a37551d52cca1946d5e0f8f3fe30247c051dd0","CHROMIUM: Bluetooth: Add warnings to MGMT_OP_{ADD,REMOVE}_ADVERTISING",
"b76d8219a3fe6420cfaaaa8f0f3d332ce38538dd","CHROMIUM: bluetooth: clean up connection in hci_cs_disconnect",
"ab12bd72b635445271c740dcb5bef328c2a9e4c1","CHROMIUM: Bluetooth: Reduce active scan to 50 percent duty cycle",
"4d36b9c4e56bf400409bb70a96d19c6679fbb330","CHROMIUM: bluetooth: do not cancel advertising when starting a scan",
"d92e64ab10117dc33809efd58aed878a307339c9","CHROMIUM: Bluetooth: change the log level of Intel Hw error",
"44023a28336a7192b836d8585bc4976ebe3615e5","FIXUP: CHROMIUM: Bluetooth: Add BT splitter",
"d804485a070f2cfa01445308646a52d409e42e7c","FIXUP: CHROMIUM: Bluetooth: Add BT splitter (take two)",
"bed596db5de8c55d2e80b14dbfc15ab61d85627d","CHROMIUM: bluetooth: fix race conditions in discovery update",
"8a342032df79ccbd1c89e8541eafd4e496fbbb41","CHROMIUM: bluetooth: include file and function names in logs",
"6762690fd07e94d506298c793f9a4f9f85d5139f","CHROMIUM: Bluetooth: increase LE auto connection timeout to 5 seconds",
"8f04d51b22f4b80d370bd8f077a009fdf2a5f151","Bluetooth: print fw build version in power-on boot",
"4ab51c48b6ed9d084a7789add7ca04327d90da69","CHROMIUM: Bluetooth: mgmt: add additional HCI cmd to add_advertising",
"13837096d6e69ff56830fffc5e3aa4c85589fa9d","CHROMIUM: Bluetooth: mgmt: add mgmt_cmd_status in add_advertising",
"6d993410738fd9b2e519748de34b8b8208e4d9e4","CHROMIUM: Bluetooth: mgmt: add additional HCI cmd to remove_advertising",
"7a86c036386599a6ed7bea8e96c783c513e43302","CHROMIUM: Bluetooth: btusb: remove HCI_QUIRK_STRICT_DUPLICATE_FILTER bit",
"cb35440e972b8d6a55248981944f88bf8cf6cc62","CHROMIUM: Bluetooth: set Filter_Duplicates parameter to 0x00 for LE scanning",
"c14d9aca1c09f3e2f78118cefdc81f0efa94c4d5","bluetooth: ""Fix"" sync of commands for adv & scan",
"8f78687bc7fcc63199429bf6ba0e0ff57509f1d7","bluetooth: make eve-specific hacks generic",
"0e9994e52965c917e4392393aca784d179072da4","CHROMIUM: bluetooth: properly handle changing values in conditional commands",
"bd454761f0c94e90216b95f8ea375cf06f1113f7","CHROMIUM: bluetooth: fix log spewing from is_filter_match()",
"1e21054d561818203d71614e0801760cae8236cb","CHROMIUM: bluetooth: fix use-after-free error",
"5f4fc916b593be590e992a42998a84f67c7b66ef","CHROMIUM: bluetooth: fix a regression about power off delay",
"29507af27eead180fb0650ece0e30ad19157e456","CHROMIUM: bluetooth: Add a dummy cmd in hci_req_add_le_scan_disable",
"4e0dc9fcfadbb18b925346b46c6bb0bb54588ab4","CHROMIUM: Fix command disallow issue during LE scan operation",
"5732b250db1ddf17acd3377f251f057d4e9ba5d6","CHROMIUM: bluetooth: disable 5.x LE BlueZ features",
"79c9b5739a3a5b7c168bb16c0a43d0861b6191b9","CHROMIUM: iio: cros_ec: Fix Kconfig select rules",
"1cf3e176dc23028309c651364589bbe9419c98d3","CHROMIUM: config: load cros_ec_sensors_core explicitly, iio as modules",
"bef0f8bc5663afa2cf547f037306d9b01bdea592","CHROMIUM: bluetooth: fix invalid pointer access to null command",
"2b4dc57b38c378d7eb44b763a19f940eb43b3049","CHROMIUM: Bluetooth: Enable Bluetooth LE splitter for x86-64",
"b8dc50e2d4de799e0f3e96659f8c722a3a3ae6af","CHROMIUM: MALI: Add ""arm,mali-bifrost"" compatible",
"dda81553f3f165e509f957dc0850b49e07fe8638","CHROMIUM: arm64: dts: mediatek: Use upstream bindings for GPU",
"c592decb324a74797144094007fe77916291f294","CHROMIUM: arm64: dts: mt8183-kukui: add wifi power controller",
"b37c953e98cec18600f861bdc914b78c4ed36b73","CHROMIUM: arm64: dts: mt8183: kukui: Add wifi reset pin dt entry",
"3800dc09217959944c3fa2f95adeb4ad9acf3b0a","CHROMIUM: config: arm{32,64}: enable buddy CPU hardlockup detector",
"f0caba2ba832d5e0d856b6e3418da322e8c19d6e","CHROMIUM: low_mem: exclude totalreserve_pages from available memory",
"b9243bb2ae9d9acb9eec513c67ad007bb24d3793","CHROMIUM: arm64: dts: sdm845-cheza: Add firmware-name to mss-pil",
"0cbedda7b2b8ecd679bcf365a6391000e37fd673","CHROMIUM: config: Turn on QCOM_AOSS_QMP config",
"970618977ae1a9a78ea124bbc7d6da2a55a7b639","CHROMIUM: config: Add cros_ec lid angle driver",
"9a50016c724bdbe62c8714b521205b442ce8a442","CHROMIUM: drm/rockchip: dw_hdmi: Support lots more pixel clock rates",
"487824cdae3797ef42f2e3bb4ed2e098918f4e38","CHROMIUM: config: Rename CROS_EC_PD_UPDATE config variable",
"95690003a2c8b501ff048a8796aa805c0ab0f28d","CHROMIUM: Revert ""eCryptfs: don't pass up plaintext names when",
"2264d706ec41ae574f57e20c9a85bd54f03d571a","CHROMIUM: config: enable CONFIG_CRYPTO_SHA256_SSSE3",
"8231461097de1e89adc89ba41337f25b0fad7416","CHROMIUM: security: Add task_exit LSM hook",
"6ab8b0d55601c11f3def48512a3c48a4b027e6c6","CHROMIUM: config: enable boe TV101WUM panel support",
"e00c23be0039bee67eb20a013df99dc55dedc4c7","CHROMIUM: bluetooth: determine wide band speech by controller id",
"3dd46b0b864deebec208bab729fb5ccaf388207c","CHROMIUM: bluetooth: enable Erroneous Data Reporting",
"a0bf1bdc0db96102248e545ff14fb8da3d71a551","CHROMIUM: config: armel: rockchip: add legacy sensor support",
"49d91a7ba50cd7d94e58f106daad154accf21deb","CHROMIUM: bluetooth: implement read_supported_capabilities method",
"6d1ef793a28a992a8f2ac05e8f69f39d08ac8710","arcvm: Regenerate arcvm config using defconfig",
"980cc329f7713c63fdc56fe8b61b1245311728df","CHROMIUM: config: Normalize config",
"2cfc4fe9469fad57830d616e406319f771fc6679","CHROMIUM: Enable SOF CML machine driver",
"95ec403c2f39a283a2bb82ab7f8b21dd320d09a8","arcvm: Update kernel config to include xhci_hcd",
"bad76f02a2c37974bc62fb664e9d4e2138f6020b","CHROMIUM: remove CONFIG_TOUCHSCREEN_MELFAS_MIP4 in mediatek config",
"d1fbde2f26ab31ae63c6189f0f67486d4bd5d317","CHROMIUM: arm64: dts: mt8183: add krane dtsi, sku176 dts",
"5cfb50cb55ee323aadc2562c42c827df01cfdc11","CHROMIUM: arm64: dts: mt8183: add krane sku0 dts",
"c9a6540479b0fcefc8664093029b0dd68006a896","CHROMIUM: Remove COMMIT-QUEUE.ini",
"c9c2aa77f5b29ed8e0c7679071d6abbbcc30dac2","CHROMIUM: config: armel: rockchip: Replace ROCKCHIP_VPU with HANTRO",
"9f2b0911b9bf7584b3e61df87a3c5fd19647d7e8","CHROMIUM: config: move CONFIG*sst from Y to m",
"345e557ceb328ad0d84a71a3759b7f8b01ca901f","FIXUP: arm64: dts: mediatek: Modify opp table for cpu big cluster for mt8183",
"30705a3966e7c56bc4a769a43a520d9b9b40759b","CHROMIUM: ASoC: Intel: Read sst DSP DMA pointer after period elapse occurs",
"e081ba1d801950367c2af088175a71c392f89e2c","CHROMIUM: arm64: dts: mt8183: add kodama dts",
"7f517eb76717982b576a216d7f5b1bb3725c6f79","CHROMIUM: improvement: Recover from Intel firmware download error.",
"f4250a24b2fd301e42c6dcac6b297315d5434b67","CHROMIUM: config: Turn off Rockchip crypto for arm64",
"deb74929f8cb092a293aff7af3b35fff6ca03b74","CHROMIUM: config: Change HANTRO to be =y, not =m",
"de62be4b67cecf466f50142702bcbc8e23aa8d3c","CHROMIUM: net: phy: realtek: Add missing genphy_config_init() call for rtl8211e",
"e452d693d200e6bb6de925543a41864373b73144","CHROMIUM: arm64: dts: mt8183: add krane rotation property",
"fc5b20516a9518a1f10c648137fb9e4f06183fbd","CHROMIUM: Move some maybe unused config out of arm64/common.config",
"65cde872a834fba3521e0e14f5b7363880fbcb49","CHROMIUM: config: Remove unused config from -qualcomm.config",
"1472299ed5584f72799af7ed86e94dbb80d8123e","CHROMIUM: iio: cros_ec_accel_legacy: Always release lock when returning from _read()",
"ffb946eb1c14974b6bc8f06231c2bf9da93f7f20","CHROMIUM: dm-verity: Do not dump command line arguments as warning",
"4d04fc6b456c4046d7021a6b34585af8e0b00156","CHROMIUM: bluetooth: Enable filter duplicates field for passive scan",
"c561f7c4b869e10e0ce02aa03c52eb2707adf702","CHROMIUM: MALI: Fix printf code for 'seqno'",
"e328fb106a2fe0ffcd2a5de9ba9a7d1674dac95b","CHROMIUM: config: Set MMAP_RND_BITS to max for arm32",
"f9c9ed25e68d66361bf168fa6b91b4c2fdbe10f1","CHROMIUM: config: enable passive cpufreq-map",
"bb5ca42996c7ed8b9436e3bc54fd546a86df883a","CHROMIUM: device_jail: drop custom filesystem",
"6a24fce8107020d64dc5fcac7db243e7a2faf2c2","CHROMIUM: config: Choose I2S HDMI audio for RK3288",
"5121524cc9f3de6058b3ca8bb892b7abb0c4aff0","CHROMIUM: Bluetooth: LE splitter filter BT 5 commands",
"221d8b74d352e47b4b37c11d7a0045c4cff31f8a","CHROMIUM: arm64: dts: mt8183: make ts3a227e optional",
"71c1fb979eb8d1ee21972670119a7aa6bd785d2d","CHROMIUM: arm64: dts: mt8183: set devfreq mapping opp tables",
"f427813a6a5c17fc95cd0888cbc8224052234e6d","CHROMIUM: config: enable ps8640 bridge",
"86ae50ae158d4152c1510fee4f783e1956e56ce5","CHROMIUM: drm/panel: read panel orientation for BOE tv101wum-nl6",
"3665c4ecb6242703da2d650caab3f6ac1f1ae75e","CHROMIUM: config: Enable CML da7219 max98357a machine driver",
"1f54ced2709e17aa45a80bb8bc8cf3256fc0ad64","CHROMIUM: arm64: dts: mt8183: kodama: Add support for audio jack",
"cb5f399805ab62bec066456fc721ecb711e99916","CHROMIUM: bluetooth/sco - Parse correct conn handle",
"cca0adcd949eb8fd6d01a11ab74c24456c4e4663","CHROMIUM: bluetooth/sco - Keep HCI SCO packet header in transparent mode",
"4e03ea990372a17cf8e5fa90eca405192207ef40","CHROMIUM: bluetooth/sco - Check for NULL socket in receiving sco data",
"86a5e5cba4e06e8f5e16d07b72b341134ad632de","CHROMIUM: arch: arm64: configs: enable virtio gpu",
"36f504838a7d8eafcc80d5134368c69efa1debd0","CHROMIUM: config: Use CONFIG_HZ_250 for arm32",
"69186daed62be03879a5d67c435918ceeef1a4d2","CHROMIUM: config: Enable Realtek PHY for arm32",
"02f6db78c326b5bd82d0eae8ac92eb3bc7abccf5","CHROMIUM: bluetooth: move non-fatal logs to BT_DBG",
"401bd713cc693c2206839959bb81ccad72b87573","CHROMIUM: media: uapi: Restore v4l2_ctrl_h264_slice_params to what Chrome expects",
"d319b0197d06e80caaffe051682c46cf1f252c8e","CHROMIUM: Config: Enable CML 1011 RT5682 Machine",
"da88615820a4c19c97bb0173c81a37dc9c566ab8","CHROMIUM: arch: x86: configs: Enable virtio-pmem and DAX for VMs",
"6fdba48afd880800c1f4ce473caba895aef06089","CHROMIUM: arch: arm64: configs: Enable virtio-pmem for VMs",
"acf3c355b2e828914f2988a67feb11ba5e2c80df","CHROMIUM: [media] hantro: allow S_FMT if not streaming",
"96a3acdc3724f30aa0cc1e5337109a5d9c9ed3a8","CHROMIUM: [media] v4l: Add private compound control type.",
"8e4f3c081f55fc943c74ea211075bf8c5a4d925f","CHROMIUM: platform/x86: intel_pmc_core: dev_warn() on S0ix failure",
"5432c052137810d762e3f75d776a3691f8a58abf","CHROMIUM: config: enable CONFIG_RANDOM_TRUST_BOOTLOADER",
"c9d895d315d8aa9b213314c9c32e11124784e53f","CHROMIUM: arm64: dts: mt8183: Add jacuzzi",
"8517d66cefcd7c63d76426368311012a9fb4c5aa","CHROMIUM: arm64: dts: mt8183-kukui: add gpio and tdm mode in audio",
"a3eba10af271b0062e3755feef91935d17189c9b","CHROMIUM: config: enable Mediatek MT8183 auxadc config",
"32641d47e4ee3d19fe0a5ab3e9d41fb1c42ebcf3","CHROMIUM: arm64: dts: mt8183: Drop 'google,kukui' from kukui followers",
"8040f33804a8f4bb3b23ad366d4c2306a8be4480","CHROMIUM: config: set CONFIG_IIO=y for Mediatek MT8183 auxadc.",
"e85b7c523882b333c6b954af313ec78c57530416","CHROMIUM: config: Enable MT8183 thermal Tboard driver",
"aeffa538849e1a81c7b4bd127f29f5b773e83e11","CHROMIUM: arm64: dts: mt8183-kukui: enable auxadc on kukui",
"be3a9ba349b672deb5014fcbe65fa279a97cc57d","CHROMIUM: arm64: dts: mt8183: kodama: Add support Elan touchscreen",
"259be286ce1dd69ce90b165fffe660156084c445","CHROMIUM: config: enable Mediatek ISP Pass 1 drivers",
"adfd2c6430e14fdb5165db322026789555e84c41","CHROMIUM: net: phy: realtek: Add helpers for accessing RTL8211x extension pages",
"a7a9e8db25b32f1ab96135e8cf66bdf65b0ba2fe","CHROMIUM: net: phy: realtek: Add LED configuration support for RTL8211E",
"bdd0ccfb70232a9aea7a14c4bc5935fbfd335db4","CHROMIUM: ARM: dts: rockchip: Configure Ethernet PHY LEDs for fievel (and tiger)",
"4da4558dce990d3886b7b9752d5665afd5c5bbd9","Enable SquashFS LZ4 support in arcvm kernel config",
"b9ba793072cac903f85b3848bacff9f6e2344d12","CHROMIUM: media: mtk-isp: Fix crash if seninf is not present",
"6c4f525fd6402a465169de6c607b2d1c016aa660","CHROMIUM: arm64: dts: mt8183-kukui: Enable thermal Tboard",
"e37c41f3a8346d25a356bb2d33fa83621b816547","CHROMIUM: media: videobuf2-dc: Support cacheable MMAP",
"008bda4ebebec7881667dc36e11fa29584e6279e","CHROMIUM: arm64: dts: mt8183: kukui: Enable HID remote wakeup",
"d06b5269009aca6f38683e5fc950b759463dbb69","CHROMIUM: mm: low_mem_notify before unreserving highatomic",
"e27bb2600df89fa58d1a93ab664fa6b9d82cef9c","CHROMIUM: net: phy: realtek: Support SSC for the RTL8211E",
"6c4f8cbba24e745794db5400bdc2d21ad5f67496","CHROMIUM: ARM: dts: rockchip: Enable SSC for the Ethernet PHY of fievel/tiger",
"4dfeaae5a306348c8ece2c5f9a552d1111fce2b3","CHROMIUM: config: Enable it6505 config.",
"27e90d1b846e62b96f02c053cf13be395283ea4f","CHROMIUM: x86: x86_64_arcvm_defconfig: Enable overlayfs",
"169befa61a024c4184a2b1534bb097c00efe7a29","CHROMIUM: config: Enable CONFIG_EEPROM_AT24 config.",
"3f730310eecdbf150ac1377c2c65db4cadbde53d","CHROMIUM: config: Enable CONFIG_VIDEO_DW9768 config.",
"a116a0ae4b3c0da338242761c8630668dba6d081","CHROMIUM: config: Enable CONFIG_VIDEO_OV02A10 config",
"e5833e88f112c470cec5a6e784329c771916f328","FIXUP: CHROMIUM: iio: cros_ec_light: Add support for RGB sensor",
"83c19e78e3144902ecfcf2655547b6c30cb0654c","CHROMIUM: config: Renormalize CONFIG_KSTALED",
"1f0f1db82f91dd914dd22833097aaa641515583e","CHROMIUM: arm64: dts: mt8183-kukui-p2: Enable thermal Tboard",
"00622e6d880c1f266976215265b1199a9ee9941b","CHROMIUM: drm/vgem: plug in our own dma_ops",
"d91758439ffe754ec8056bdcf1a989a9261caba6","FIXUP: CHROMIUM: low-mem: handle multiple levels and provide edge notifications",
"01da829aabb70b29b22f62b58f707d232aa641c7","CHROMIUM: config: set Mediatek ISP Pass 1 driver as module",
"2d40316368b5b2032c650dfcd1e96586b512260c","CHROMIUM: config: enable Mediatek FD drivers",
"7b72f3863eb9f53bc0017a2f3069f5a966ebfbb0","arcvm: Increase ttm_bo_wait timeout to 30 seconds.",
"e8c394111eb6fd99f4cc7655bc8dd6743c4e6d2d","CHROMIUM: remove VIRTIO_GPU_CMD_GET_RESOURCE_PLANE_INFO",
"fd8c067ebb6d6ff783864b87971411896ec25c38","CHROMIUM: Revert ""drm/i915: Restore sane defaults for KMS on GEM error load""",
"3bfd7663b760d3bf67c4e079b2027580583cb825","CHROMIUM: Bluetooth: btmrvl: Detect hangs and force a replug of the SDIO card",
"6eeabb0898473600d301f7a4367f04c24e47bdf9","CHROMIUM: arm64: dts: mt8183: kodama: Add panel driver",
"d356758bc94be521f8bd1a57fa1da24267ab4438","CHROMIUM: config: enable Mediatek MT8183 MDP3 config",
"dedd55f628eb7a05be29aeb7b3f25b8942d9b8ed","CHROMIUM: arm64: dts: mt8183: add pmic reference in svs node",
"b8f0496ff3f598030e6f205fe361d4b21d5e8d54","CHROMIUM: config: enable SVS related configs",
"1dd53c0379bd4b9390ee9be0b13fb1e8eccd5cd4","CHROMIUM: config: enable Mediatek MT8183 DIP config",
"cfb6caecccf522a2a913dc883385a8e8e8ee4504","CHROMIUM: config: enable seninf drivers",
"f0cac5f5cd066c102cd8928801674b1bfe025ffc","CHROMIUM: config: Enable CONFIG_VIDEO_OV8856 config",
"b37426d5170a648b12c8e311ccca33912e78834c","CHROMIUM: ARM64: dts: mt8183: Add port nodes to seninf and camisp",
"8299cf8f42c3fbf41f279ed0eaa6ac9766533d62","CHROMIUM: ARM64: dts: mt8183-kukui*: Add camera nodes",
"ed3adf28d4bb2fbfc1353f2cbfc52228059f52af","CHROMIUM: config: Turn on ROCKCHIP_EFUSE for arm32",
"d145cca29f845e55e353cbb86fa9391a71f71dbb","CHROMIUM: ARM64: dts: mt8183-jacuzzi: Add i2c2 and i2c4 attribute",
"99b6cc1efda7eff87fa910c1ccfe9f3dbce0b4dc","CHROMIUM: config: Re-enable CONFIG_I2C_DESIGNWARE_PLATFORM",
"c4c4416837b33967f8d1f049980ce977e1d03f85","CHROMIUM: ARM: dts: rockchip: Add nvmem entry for cpu ID to HDMI on rk3288",
"bf21c203f25279f5c693000c3426fc871dfb5b3a","CHROMIUM: virtio-gpu api: VIRTIO_GPU_F_MEMORY",
"30dcc075764cd935b024a04cacffcabaa15eabcd","CHROMIUM: drm/virtgpu: make memory and resource creation opaque",
"521baf4b3a12ba9e45f455b95b03d330b0053e72","CHROMIUM: drm/virtgpu: don't create resources by default",
"f8ace88642f2e48adcab40e330dcbe29d3e22ae5","CHROMIUM: drm/virtgpu: add memory type to virtio_gpu_object_params",
"a9fb460da92ea72d572d1cb76193f40c68831866","CHROMIUM: drm/virtgpu: check for revelant capabilites",
"566a17535f8a4924bdc63db2f2c3e6c9259ccfae","CHROMIUM: drm/virtgpu: expose new ioctls to userspace",
"43d036316fd09a862b93855383118b1d381b02bc","CHROMIUM: drm/virtgpu: add stub ioctl implementation",
"1d30d7b627da9391559fea54ed26ff27f86a3393","CHROMIUM: drm/virtgpu: implement DRM_VIRTGPU_RESOURCE_CREATE_V2",
"03a606e4623fa9fc0124cf9babcddc44d3480abc","CHROMIUM: drm/virtgpu: introduce request IDRs",
"9f47e678be8b9a52b05aea6dc2ac6635f7b93aa8","CHROMIUM: drm/virtgpu: implement metadata allocation ioctl",
"9b30b4dd29c7f6b53f53076d7339e112c308f05e","CHROMIUM: bluetooth: enable turn on/off debug logs at runtime",
"f9d76406b160cac5bc23fc942a7b154df4f56527","CHROMIUM: MALI: mediatek: use autosuspend in pm_callback_power_off",
"3fd03d12c92147d048646c26f864a8684d8165e8","CHROMIUM: MALI: mediatek: Implement power_runtime_on_callback",
"79ae0a226d9d5d951483340fce762c1459246554","CHROMIUM: config: normalize config",
"4a8a6b83caafa0d57ab093cc4b0f768bbee5cc31","CHROMIUM: config: set Mediatek Video Codec driver as module",
"6e2e4a8d7923a3272b2fa574a2002fce4a53c2be","CHROMIUM: drm/virtgpu: fix various warnings",
"44ad1365425184715c4ada171d409803134ea17a","CHROMIUM: media: mtk-mdp3: accept MM21 input format",
"3852babc72b5039e4008aa4bdfdf6d4eacedfa07","CHROMIUM: ARM64: dts: add vdec/venc h264 dtsi",
"c4e9284cff225c480d618bcfe733e0f5e7105b27","CHROMIUM: esdfs: Fix deadlock when updating the file size on 32-bit SMP systems",
"845491f08e055c66ced866febf787dd5daf9f843","CHROMIUM: config: Replace MFD_CROS_EC with CROS_EC",
"90a320aaf3deee8276ce32529d658fb9cc18c30d","CHROMIUM: config: Remove MFD_CROS_EC_CHARDEV",
